Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,First Tab Description (product.metafields.custom.first_tab_description),First Tab Title (product.metafields.custom.first_tittle_one),Fourth Tab Description (product.metafields.custom.fourth_tab_description),Fourth Tab Title (product.metafields.custom.fourth_tab_title),Second Tab Description (product.metafields.custom.second_tab_description),Second Tab Descriptions (product.metafields.custom.second_tab_descriptions),Second Tab Title (product.metafields.custom.second_tab_title),Third Tab Description (product.metafields.custom.third_tab_description),Third Tab Title (product.metafields.custom.third_tab_title),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),contact (product.metafields.my_fields.contact),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Size (product.metafields.shopify.size),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Standard Shipping (product.metafields.standard_fields.shipping),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Included / International,Price / International,Compare At Price / International,Included / united,Price / united,Compare At Price / united,Status
2210,,,,,,,,,6XL,,,,,,,,2210-6XL,5000.0,shopify,100,continue,manual,49500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2210,,,,,,,,,Custom,,,,,,,,2210-Custom,5000.0,shopify,100,continue,manual,49500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2209,Shadow Play,"",Papa Don't Preach by Shubhika,Uncategorized,Indian Bridal,"allwomen, kaftan, lon25, mto, newarrival, thedollhouse",true,Size,XXS,,,,,,,,2209-XXS,5000.0,shopify,100,continue,manual,47500.00,,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/blackkaftanfront.jpg?v=1742216495,1,"",false,,,,,,,,,,,,,,"A plain solid-color V-neck kaftan with intricate embroidery on the sleeves, paired with a soft shantoon slip. <br> <br>

Color:Black <br>
Product code:2209 <br>
No of pcs:2 <br>",Product Information,"<p>""Please note that RTS products may have minor defects.
 No exchanges or refunds are available on any product.""<br>Manufacture and marketed by: &nbsp;WW Papa Don't Preach, &nbsp;104, S.J. House, Sitaram Mill Compound, Lower Parel East, Mumbai, Maharashtra 400012<br>Country of Origin: India</p>",Additional Information,,"The processing time is 3-4 weeks from the date of placing the order. <br>
  
 

  
 

  
  
  
 

  
 

  Sale items may take up to 10 days for dispatch. <br> For any Queries or Assistance 
  
 

  
 

  Call or Whatsapp - 9967996897. <br>
  
 

  
 

  Email us at digitalsales@papadontpreach.com",Delivery Timelines,"Each garment from Papa Dont Preach carries the soul of our ancient Indian crafts — hand-dyed, hand-embroidered, and masterfully created by third generation karigars. No two hands are the same, and neither are the pieces they bring to life. The garment you now hold or see is a singular creation, born from a process so unique that it can never be replicated.
 <br />
 

 Every subtle variation in color, motif, texture, or detail is a testament to its unique journey demands to be celebrated
 <br/>
 

 By owning this piece, you now own an irreplaceable treasure, never will another exist quite like this one. Thank you for embracing the beauty of imperfection and the power of individuality and for supporting the Indian crafts story.
 <br/>",Disclaimer,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
2209,,,,,,,,,XS,,,,,,,,2209-XS,5000.0,shopify,100,continue,manual,47500.00,,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/blackkaftanside.jpg?v=1742216495,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2209,,,,,,,,,S,,,,,,,,2209-S,5000.0,shopify,100,continue,manual,47500.00,,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/blackkaftancloseup.jpg?v=1742216495,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2209,,,,,,,,,M,,,,,,,,2209-M,5000.0,shopify,100,continue,manual,47500.00,,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/black_kaftan_back_b265b633-57f6-47f5-93d9-e67fdaf433d6.jpg?v=1742216495,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2209,,,,,,,,,L,,,,,,,,2209-L,5000.0,shopify,100,continue,manual,47500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2209,,,,,,,,,XL,,,,,,,,2209-XL,5000.0,shopify,100,continue,manual,47500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2209,,,,,,,,,2XL,,,,,,,,2209-2XL,5000.0,shopify,100,continue,manual,47500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2209,,,,,,,,,3XL,,,,,,,,2209-3XL,5000.0,shopify,100,continue,manual,47500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2209,,,,,,,,,4XL,,,,,,,,2209-4XL,5000.0,shopify,100,continue,manual,47500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2209,,,,,,,,,5XL,,,,,,,,2209-5XL,5000.0,shopify,100,continue,manual,47500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2209,,,,,,,,,6XL,,,,,,,,2209-6XL,5000.0,shopify,100,continue,manual,47500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2209,,,,,,,,,Custom,,,,,,,,2209-Custom,5000.0,shopify,100,continue,manual,47500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2195,A Summer Night,"",Papa Don't Preach by Shubhika,Uncategorized,Indian Bridal,"allwomen, kaftan, lon25, mto, newarrival, thedollhouse",true,Size,XXS,,,,,,,,2195-XXS,5000.0,shopify,100,continue,manual,45500.00,,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/grrenprintkaftanside.jpg?v=1742216490,1,"",false,,,,,,,,,,,,,,"A plain solid-color V-neck kaftan with intricate embroidery on the sleeves. <br> <br>

Color: Black <br>
Product code: 2195 <br>
No of pcs: 1 <br>",Product Information,"<p>""Please note that RTS products may have minor defects.
 No exchanges or refunds are available on any product.""<br>Manufacture and marketed by: &nbsp;WW Papa Don't Preach, &nbsp;104, S.J. House, Sitaram Mill Compound, Lower Parel East, Mumbai, Maharashtra 400012<br>Country of Origin: India</p>",Additional Information,,"The processing time is 3-4 weeks from the date of placing the order. <br>
  
 

  
 

  
  
  
 

  
 

  Sale items may take up to 10 days for dispatch. <br> For any Queries or Assistance 
  
 

  
 

  Call or Whatsapp - 9967996897. <br>
  
 

  
 

  Email us at digitalsales@papadontpreach.com",Delivery Timelines,"Each garment from Papa Dont Preach carries the soul of our ancient Indian crafts — hand-dyed, hand-embroidered, and masterfully created by third generation karigars. No two hands are the same, and neither are the pieces they bring to life. The garment you now hold or see is a singular creation, born from a process so unique that it can never be replicated.
 <br />
 

 Every subtle variation in color, motif, texture, or detail is a testament to its unique journey demands to be celebrated
 <br/>
 

 By owning this piece, you now own an irreplaceable treasure, never will another exist quite like this one. Thank you for embracing the beauty of imperfection and the power of individuality and for supporting the Indian crafts story.
 <br/>",Disclaimer,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
2195,,,,,,,,,XS,,,,,,,,2195-XS,5000.0,shopify,100,continue,manual,45500.00,,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/grrenprintkaftanfront.jpg?v=1742216490,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2195,,,,,,,,,S,,,,,,,,2195-S,5000.0,shopify,100,continue,manual,45500.00,,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/grrenprintkaftancloseup.jpg?v=1742216490,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2195,,,,,,,,,M,,,,,,,,2195-M,5000.0,shopify,100,continue,manual,45500.00,,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/grrenprintkaftanback.jpg?v=1742216490,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2195,,,,,,,,,L,,,,,,,,2195-L,5000.0,shopify,100,continue,manual,45500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2195,,,,,,,,,XL,,,,,,,,2195-XL,5000.0,shopify,100,continue,manual,45500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2195,,,,,,,,,2XL,,,,,,,,2195-2XL,5000.0,shopify,100,continue,manual,45500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2195,,,,,,,,,3XL,,,,,,,,2195-3XL,5000.0,shopify,100,continue,manual,45500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2195,,,,,,,,,4XL,,,,,,,,2195-4XL,5000.0,shopify,100,continue,manual,45500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2195,,,,,,,,,5XL,,,,,,,,2195-5XL,5000.0,shopify,100,continue,manual,45500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2195,,,,,,,,,6XL,,,,,,,,2195-6XL,5000.0,shopify,100,continue,manual,45500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2195,,,,,,,,,Custom,,,,,,,,2195-Custom,5000.0,shopify,100,continue,manual,45500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2208,Not So Secret,"",Papa Don't Preach by Shubhika,Uncategorized,Indian Bridal,"allwomen, kaftan, lon25, mto, newarrival, thedollhouse",true,Size,XXS,,,,,,,,2208-XXS,5000.0,shopify,100,continue,manual,47500.00,,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/pinkkaftanfront.jpg?v=1742216485,1,"",false,,,,,,,,,,,,,,"A plain solid-color V-neck kaftan with detailed embroidery on the sleeves, paired with a soft shantoon slip. <br> <br>

Color:Pink <br>
Product code:2208 <br>
No of pcs:2 <br>",Product Information,"<p>""Please note that RTS products may have minor defects.
 No exchanges or refunds are available on any product.""<br>Manufacture and marketed by: &nbsp;WW Papa Don't Preach, &nbsp;104, S.J. House, Sitaram Mill Compound, Lower Parel East, Mumbai, Maharashtra 400012<br>Country of Origin: India</p>",Additional Information,,"The processing time is 3-4 weeks from the date of placing the order. <br>
  
 

  
 

  
  
  
 

  
 

  Sale items may take up to 10 days for dispatch. <br> For any Queries or Assistance 
  
 

  
 

  Call or Whatsapp - 9967996897. <br>
  
 

  
 

  Email us at digitalsales@papadontpreach.com",Delivery Timelines,"Each garment from Papa Dont Preach carries the soul of our ancient Indian crafts — hand-dyed, hand-embroidered, and masterfully created by third generation karigars. No two hands are the same, and neither are the pieces they bring to life. The garment you now hold or see is a singular creation, born from a process so unique that it can never be replicated.
 <br />
 

 Every subtle variation in color, motif, texture, or detail is a testament to its unique journey demands to be celebrated
 <br/>
 

 By owning this piece, you now own an irreplaceable treasure, never will another exist quite like this one. Thank you for embracing the beauty of imperfection and the power of individuality and for supporting the Indian crafts story.
 <br/>",Disclaimer,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
2208,,,,,,,,,XS,,,,,,,,2208-XS,5000.0,shopify,100,continue,manual,47500.00,,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/pinkkaftanside.jpg?v=1742216485,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2208,,,,,,,,,S,,,,,,,,2208-S,5000.0,shopify,100,continue,manual,47500.00,,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/pinkkaftancloseup.jpg?v=1742216485,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2208,,,,,,,,,M,,,,,,,,2208-M,5000.0,shopify,100,continue,manual,47500.00,,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/pinkkaftanback.jpg?v=1742216486,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2208,,,,,,,,,L,,,,,,,,2208-L,5000.0,shopify,100,continue,manual,47500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2208,,,,,,,,,XL,,,,,,,,2208-XL,5000.0,shopify,100,continue,manual,47500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2208,,,,,,,,,2XL,,,,,,,,2208-2XL,5000.0,shopify,100,continue,manual,47500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2208,,,,,,,,,3XL,,,,,,,,2208-3XL,5000.0,shopify,100,continue,manual,47500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2208,,,,,,,,,4XL,,,,,,,,2208-4XL,5000.0,shopify,100,continue,manual,47500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2208,,,,,,,,,5XL,,,,,,,,2208-5XL,5000.0,shopify,100,continue,manual,47500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2208,,,,,,,,,6XL,,,,,,,,2208-6XL,5000.0,shopify,100,continue,manual,47500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2208,,,,,,,,,Custom,,,,,,,,2208-Custom,5000.0,shopify,100,continue,manual,47500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2199,French Vanila,"",Papa Don't Preach by Shubhika,Uncategorized,Indian Bridal,"allwomen, jumpsuit, mto, newarrival, thedollhouse",true,Size,XXS,,,,,,,,2199-XXS,5000.0,shopify,100,continue,manual,69500.00,,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/ivoryjumpsuitfront.jpg?v=1743678197,1,"",false,,,,,,,,,,,,,,"An organza printed pre-stitched saree paired with a georgette blouse featuring exquisite mirror work, blending light, airy elegance with intricate detailing for a sophisticated look. <br> <br>

Color:Ivory <br>
Product code:2199 <br>
No of pcs:1 <br>",Product Information,"<p>""Please note that RTS products may have minor defects.
 No exchanges or refunds are available on any product.""<br>Manufacture and marketed by: &nbsp;WW Papa Don't Preach, &nbsp;104, S.J. House, Sitaram Mill Compound, Lower Parel East, Mumbai, Maharashtra 400012<br>Country of Origin: India</p>",Additional Information,,"The processing time is 3-4 weeks from the date of placing the order. <br>
  
 

  
 

  
  
  
 

  
 

  Sale items may take up to 10 days for dispatch. <br> For any Queries or Assistance 
  
 

  
 

  Call or Whatsapp - 9967996897. <br>
  
 

  
 

  Email us at digitalsales@papadontpreach.com",Delivery Timelines,"Each garment from Papa Dont Preach carries the soul of our ancient Indian crafts — hand-dyed, hand-embroidered, and masterfully created by third generation karigars. No two hands are the same, and neither are the pieces they bring to life. The garment you now hold or see is a singular creation, born from a process so unique that it can never be replicated.
 <br />
 

 Every subtle variation in color, motif, texture, or detail is a testament to its unique journey demands to be celebrated
 <br/>
 

 By owning this piece, you now own an irreplaceable treasure, never will another exist quite like this one. Thank you for embracing the beauty of imperfection and the power of individuality and for supporting the Indian crafts story.
 <br/>",Disclaimer,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
2199,,,,,,,,,XS,,,,,,,,2199-XS,5000.0,shopify,100,continue,manual,69500.00,,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/ivoryjumpsuitside.jpg?v=1743678197,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2199,,,,,,,,,S,,,,,,,,2199-S,5000.0,shopify,100,continue,manual,69500.00,,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/ivoryjumpsuitcloseup.jpg?v=1743678197,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2199,,,,,,,,,M,,,,,,,,2199-M,5000.0,shopify,100,continue,manual,69500.00,,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/ivoryjumpsuitback.jpg?v=1743678197,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2199,,,,,,,,,L,,,,,,,,2199-L,5000.0,shopify,100,continue,manual,69500.00,,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/Ivoryjumpsuit_lehengamoodshot_bedde8af-8ee7-479f-ac95-44fa03ba6a4e.jpg?v=1743678197,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2199,,,,,,,,,XL,,,,,,,,2199-XL,5000.0,shopify,100,continue,manual,69500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2199,,,,,,,,,2XL,,,,,,,,2199-2XL,5000.0,shopify,100,continue,manual,69500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2199,,,,,,,,,3XL,,,,,,,,2199-3XL,5000.0,shopify,100,continue,manual,69500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2199,,,,,,,,,4XL,,,,,,,,2199-4XL,5000.0,shopify,100,continue,manual,69500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2199,,,,,,,,,5XL,,,,,,,,2199-5XL,5000.0,shopify,100,continue,manual,69500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2199,,,,,,,,,6XL,,,,,,,,2199-6XL,5000.0,shopify,100,continue,manual,69500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
2199,,,,,,,,,Custom,,,,,,,,2199-Custom,5000.0,shopify,100,continue,manual,69500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
